SWVersion:1.0
Serial Number,Test Start Time,Test Stop Time, SubStation ID, Overall Result, FailingBands,Frequency（GHz）,Mag Log(dB),
AMV2204820024671WK2,2021/6/10 17:56:34,2021/6/10 17:56:36,HV0-1,PASS,NONE,6.555,-13.4066133993,
AMV2204820024671WK2,2021/6/10 17:58:39,2021/6/10 17:58:41,HV0-1,FAIL,S44 ,6.456,-12.6150959607,
AMV2204820024671WK2,2021/6/10 18:06:33,2021/6/10 18:06:35,HV0-1,FAIL,S44 ,6.614,-11.5971854543,
,2021/6/10 18:06:37,2021/6/10 18:06:39,HV0-1,FAIL,S44 ,6.624,-13.3075582644,
AMV2204820024671WK2,2021/6/10 18:08:10,2021/6/10 18:08:12,HV0-1,PASS,NONE,6.466,-12.8132779554,
,2021/6/10 18:08:14,2021/6/10 18:08:16,HV0-1,PASS,NONE,6.456,-13.8007317657,
,2021/6/10 18:08:18,2021/6/10 18:08:20,HV0-1,FAIL,S44 ,6.466,-12.4595070571,
,2021/6/10 18:08:22,2021/6/10 18:08:24,HV0-1,FAIL,S44 ,6.624,-13.3291696409,
AMV0112820024671W31,2021/6/10 18:15:13,2021/6/10 18:15:15,HV0-1,PASS,NONE,6.515,-13.4090423934,
,2021/6/10 18:15:17,2021/6/10 18:15:19,HV0-1,PASS,NONE,6.456,-14.0508256248,
,2021/6/10 18:15:22,2021/6/10 18:15:24,HV0-1,FAIL,S44 ,6.604,-11.9642791962,
,2021/6/10 18:15:25,2021/6/10 18:15:27,HV0-1,PASS,NONE,6.604,-11.7866727463,
AMV0112820024671W31,2021/6/10 18:16:16,2021/6/10 18:16:18,HV0-1,FAIL,S44 ,6.535,-13.5801206099,
,2021/6/10 18:16:20,2021/6/10 18:16:22,HV0-1,FAIL,S44 ,6.466,-15.6463014279,
,2021/6/10 18:16:23,2021/6/10 18:16:25,HV0-1,FAIL,S44 ,6.515,-13.8919055536,
,2021/6/10 18:16:27,2021/6/10 18:16:29,HV0-1,FAIL,S44 ,6.466,-15.0818415027,
,2021/6/10 18:16:31,2021/6/10 18:16:33,HV0-1,FAIL,S44 ,6.456,-14.1882758861,
,2021/6/10 18:16:35,2021/6/10 18:16:37,HV0-1,FAIL,S44 ,6.456,-13.8964864569,
,2021/6/10 18:16:39,2021/6/10 18:16:41,HV0-1,FAIL,S44 ,6.466,-14.186357827,
,2021/6/10 18:16:42,2021/6/10 18:16:44,HV0-1,FAIL,S44 ,6.515,-13.8633160453,
,2021/6/10 18:16:46,2021/6/10 18:16:48,HV0-1,FAIL,S44 ,6.456,-14.2863088819,
,2021/6/10 18:16:53,2021/6/10 18:16:55,HV0-1,FAIL,S44 ,6.456,-13.8572476985,
,2021/6/10 18:16:58,2021/6/10 18:17:00,HV0-1,FAIL,S44 ,6.466,-13.5205027031,
