SWVersion:1.0
Serial Number,Test Start Time,Test Stop Time, SubStation ID, Overall Result, FailingBands,Frequency（GHz）,Mag Log(dB),
AMV2204820024671WK2,2021/6/10 17:56:34,2021/6/10 17:56:36,HV0-1,PASS,NONE,6.535,-13.1968194138,
AMV2204820024671WK2,2021/6/10 17:58:39,2021/6/10 17:58:41,HV0-1,FAIL,S44 ,5.278,-4.29028887715,
AMV2204820024671WK2,2021/6/10 18:06:33,2021/6/10 18:06:35,HV0-1,FAIL,S44 ,5.278,-4.21457909935,
,2021/6/10 18:06:37,2021/6/10 18:06:39,HV0-1,FAIL,S44 ,5.298,-4.27775715695,
AMV2204820024671WK2,2021/6/10 18:08:10,2021/6/10 18:08:12,HV0-1,PASS,NONE,6.456,-15.7739923725,
,2021/6/10 18:08:14,2021/6/10 18:08:16,HV0-1,PASS,NONE,6.466,-14.0276644202,
,2021/6/10 18:08:18,2021/6/10 18:08:20,HV0-1,FAIL,S44 ,5.278,-4.1426626769,
,2021/6/10 18:08:22,2021/6/10 18:08:24,HV0-1,FAIL,S44 ,5.288,-4.15851324594,
AMV0112820024671W31,2021/6/10 18:15:13,2021/6/10 18:15:15,HV0-1,PASS,NONE,6.456,-11.6570504549,
,2021/6/10 18:15:17,2021/6/10 18:15:19,HV0-1,PASS,NONE,6.515,-10.4661671817,
,2021/6/10 18:15:22,2021/6/10 18:15:24,HV0-1,FAIL,S44 ,5.258,-3.09661209681,
,2021/6/10 18:15:25,2021/6/10 18:15:27,HV0-1,PASS,NONE,6.624,-9.701616149,
AMV0112820024671W31,2021/6/10 18:16:16,2021/6/10 18:16:18,HV0-1,FAIL,S44 ,6.555,-9.36313745359,
,2021/6/10 18:16:20,2021/6/10 18:16:22,HV0-1,FAIL,S44 ,6.515,-10.3087451388,
,2021/6/10 18:16:23,2021/6/10 18:16:25,HV0-1,FAIL,S44 ,6.505,-12.0959545346,
,2021/6/10 18:16:27,2021/6/10 18:16:29,HV0-1,FAIL,S44 ,6.466,-11.5672765124,
,2021/6/10 18:16:31,2021/6/10 18:16:33,HV0-1,FAIL,S44 ,6.505,-10.9021807711,
,2021/6/10 18:16:35,2021/6/10 18:16:37,HV0-1,FAIL,S44 ,6.515,-11.3887456389,
,2021/6/10 18:16:39,2021/6/10 18:16:41,HV0-1,FAIL,S44 ,6.515,-11.2637498184,
,2021/6/10 18:16:42,2021/6/10 18:16:44,HV0-1,FAIL,S44 ,6.535,-11.1305428515,
,2021/6/10 18:16:46,2021/6/10 18:16:48,HV0-1,FAIL,S44 ,6.525,-10.5867611482,
,2021/6/10 18:16:53,2021/6/10 18:16:55,HV0-1,FAIL,S44 ,6.535,-10.6620097955,
,2021/6/10 18:16:58,2021/6/10 18:17:00,HV0-1,FAIL,S44 ,6.515,-11.1060818085,
,2021/6/10 18:17:03,2021/6/10 18:17:05,HV0-1,FAIL,S44 ,6.515,-11.2539854507,
,2021/6/10 18:17:08,2021/6/10 18:17:10,HV0-1,FAIL,S44 ,5.248,-4.47435616227,
,2021/6/10 18:17:13,2021/6/10 18:17:15,HV0-1,FAIL,S44 ,6.624,-9.64081375506,
AMV0112820024671W31,2021/6/10 18:19:44,2021/6/10 18:19:46,HV0-1,FAIL,S44 ,6.614,-9.34071702605,
,2021/6/10 18:19:47,2021/6/10 18:19:49,HV0-1,FAIL,S44 ,6.535,-9.98334309116,
,2021/6/10 18:19:52,2021/6/10 18:19:54,HV0-1,FAIL,S44 ,6.525,-10.4575012468,
,2021/6/10 18:19:56,2021/6/10 18:19:58,HV0-1,FAIL,S44 ,6.466,-10.855146691,
,2021/6/10 18:20:00,2021/6/10 18:20:02,HV0-1,FAIL,S44 ,6.515,-9.74335966341,
AMV0112820024671W31,2021/6/10 19:16:13,2021/6/10 19:16:14,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71079141555,
,2021/6/10 19:16:16,2021/6/10 19:16:18,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71681855295,
,2021/6/10 19:16:21,2021/6/10 19:16:23,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71580413527,
,2021/6/10 19:16:25,2021/6/10 19:16:28,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71058641194,
,2021/6/10 19:16:30,2021/6/10 19:16:32,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.7154590706,
,2021/6/10 19:16:34,2021/6/10 19:16:36,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.7106248097,
AMV0112820024671W31,2021/6/10 19:17:28,2021/6/10 19:17:30,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.72028811735,
,2021/6/10 19:17:31,2021/6/10 19:17:33,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71798645164,
,2021/6/10 19:17:37,2021/6/10 19:17:39,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.7160484196,
,2021/6/10 19:17:41,2021/6/10 19:17:43,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71319066799,
,2021/6/10 19:17:45,2021/6/10 19:17:47,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71616937531,
,2021/6/10 19:18:11,2021/6/10 19:18:13,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71402163856,
AMV0112820024671W31,2021/6/10 19:20:06,2021/6/10 19:20:08,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71402840034,
,2021/6/10 19:20:10,2021/6/10 19:20:12,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71953114687,
,2021/6/10 19:20:15,2021/6/10 19:20:17,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71613675566,
,2021/6/10 19:20:19,2021/6/10 19:20:21,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71710700263,
,2021/6/10 19:20:25,2021/6/10 19:20:27,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71907903688,
,2021/6/10 19:20:29,2021/6/10 19:20:31,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71171081653,
AMV0112820024671W31,2021/6/10 19:25:15,2021/6/10 19:25:17,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71257174677,
,2021/6/10 19:25:19,2021/6/10 19:25:21,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71927701507,
,2021/6/10 19:25:23,2021/6/10 19:25:25,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.70870327906,
,2021/6/10 19:25:27,2021/6/10 19:25:29,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71577991081,
,2021/6/10 19:25:31,2021/6/10 19:25:33,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71261560749,
,2021/6/10 19:25:35,2021/6/10 19:25:37,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71353463703,
,2021/6/10 19:25:39,2021/6/10 19:25:41,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71231900585,
,2021/6/10 19:25:43,2021/6/10 19:25:45,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71169788969,
,2021/6/10 19:25:47,2021/6/10 19:25:49,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71153380083,
,2021/6/10 19:25:56,2021/6/10 19:25:57,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71542340481,
,2021/6/10 19:26:04,2021/6/10 19:26:06,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71508501864,
,2021/6/10 19:26:12,2021/6/10 19:26:14,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71825351727,
,2021/6/10 19:26:20,2021/6/10 19:26:22,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71036093318,
,2021/6/10 19:26:28,2021/6/10 19:26:30,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.73279937558,
AMV0112820024671W31,2021/6/10 19:32:10,2021/6/10 19:32:12,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71132433938,
,2021/6/10 19:32:15,2021/6/10 19:32:17,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71972290536,
,2021/6/10 19:32:19,2021/6/10 19:32:20,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71529822266,
,2021/6/10 19:32:23,2021/6/10 19:32:25,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71867300003,
,2021/6/10 19:32:26,2021/6/10 19:32:28,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71951960836,
,2021/6/10 19:32:30,2021/6/10 19:32:32,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71753800004,
,2021/6/10 19:32:34,2021/6/10 19:32:36,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71447134236,
,2021/6/10 19:32:38,2021/6/10 19:32:40,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71471982883,
,2021/6/10 19:32:42,2021/6/10 19:32:44,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71288132239,
,2021/6/10 19:32:51,2021/6/10 19:32:53,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71302123313,
,2021/6/10 19:32:59,2021/6/10 19:33:01,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71305840944,
,2021/6/10 19:33:07,2021/6/10 19:33:09,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71629345082,
,2021/6/10 19:33:16,2021/6/10 19:33:18,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71503967165,
,2021/6/10 19:33:24,2021/6/10 19:33:26,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71968378145,
AMV0112820024671W31,2021/6/10 19:34:31,2021/6/10 19:34:33,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71543095854,
,2021/6/10 19:34:35,2021/6/10 19:34:37,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71405195212,
,2021/6/10 19:34:39,2021/6/10 19:34:41,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.7112824423,
,2021/6/10 19:34:43,2021/6/10 19:34:45,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71499220848,
,2021/6/10 19:34:47,2021/6/10 19:34:49,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71176183712,
,2021/6/10 19:34:51,2021/6/10 19:34:53,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71117008825,
,2021/6/10 19:34:55,2021/6/10 19:34:57,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71262419761,
,2021/6/10 19:34:59,2021/6/10 19:35:01,HV0-1,FAIL,S11 S22 S33 ,6.891,-1.71312800654,
