SWVersion:1.0
Serial Number,Test Start Time,Test Stop Time, SubStation ID, Overall Result, FailingBands,S44: Band:b1 Freq:100MHz MLOG,S44: Band:b1 Freq:200MHz MLOG,S44: Band:b1 Freq:300MHz MLOG,S44: Band:b1 Freq:400MHz MLOG,S44: Band:b1 Freq:500MHz MLOG,S44: Band:b1 Freq:600MHz MLOG,S44: Band:b1 Freq:700MHz MLOG,S44: Band:b1 Freq:800MHz MLOG,S44: Band:b1 Freq:900MHz MLOG,S44: Band:b1 Freq:1000MHz MLOG,S44: Band:b1 Freq:1.1GHz MLOG,S44: Band:b1 Freq:1.2GHz MLOG,S44: Band:b1 Freq:1.3GHz MLOG,S44: Band:b1 Freq:1.4GHz MLOG,S44: Band:b1 Freq:1.5GHz MLOG,S44: Band:b1 Freq:1.6GHz MLOG,S44: Band:b1 Freq:1.7GHz MLOG,S44: Band:b1 Freq:1.8GHz MLOG,S44: Band:b1 Freq:1.9GHz MLOG,S44: Band:b1 Freq:2GHz MLOG,S44: Band:b1 Freq:2.1GHz MLOG,S44: Band:b1 Freq:2.2GHz MLOG,S44: Band:b1 Freq:2.3GHz MLOG,S44: Band:b1 Freq:2.4GHz MLOG,S44: Band:b1 Freq:2.5GHz MLOG,S44: Band:b1 Freq:2.6GHz MLOG,S44: Band:b1 Freq:2.7GHz MLOG,S44: Band:b1 Freq:2.8GHz MLOG,S44: Band:b1 Freq:2.9GHz MLOG,S44: Band:b1 Freq:3GHz MLOG,S44: Band:b1 Freq:3.1GHz MLOG,S44: Band:b1 Freq:3.2GHz MLOG,S44: Band:b1 Freq:3.3GHz MLOG,S44: Band:b1 Freq:3.4GHz MLOG,S44: Band:b1 Freq:3.5GHz MLOG,S44: Band:b1 Freq:3.6GHz MLOG,S44: Band:b1 Freq:3.7GHz MLOG,S44: Band:b1 Freq:3.8GHz MLOG,S44: Band:b1 Freq:3.9GHz MLOG,S44: Band:b1 Freq:4GHz MLOG,S44: Band:b1 Freq:4.1GHz MLOG,S44: Band:b1 Freq:4.2GHz MLOG,S44: Band:b1 Freq:4.3GHz MLOG,S44: Band:b1 Freq:4.4GHz MLOG,S44: Band:b1 Freq:4.5GHz MLOG,S44: Band:b1 Freq:4.6GHz MLOG,S44: Band:b1 Freq:4.7GHz MLOG,S44: Band:b1 Freq:4.8GHz MLOG,S44: Band:b1 Freq:4.9GHz MLOG,S44: Band:b1 Freq:5GHz MLOG,S44: Band:b1 Freq:5.1GHz MLOG,S44: Band:b1 Freq:5.2GHz MLOG,S44: Band:b1 Freq:5.3GHz MLOG,S44: Band:b1 Freq:5.4GHz MLOG,S44: Band:b1 Freq:5.5GHz MLOG,S44: Band:b1 Freq:5.6GHz MLOG,S44: Band:b1 Freq:5.7GHz MLOG,S44: Band:b1 Freq:5.8GHz MLOG,S44: Band:b1 Freq:5.9GHz MLOG,S44: Band:b1 Freq:6GHz MLOG,S44: Band:b1 Freq:6.1GHz MLOG,S44: Band:b1 Freq:6.2GHz MLOG,S44: Band:b1 Freq:6.3GHz MLOG,S44: Band:b1 Freq:6.4GHz MLOG,S44: Band:b1 Freq:6.5GHz MLOG,S44: Band:b1 Freq:6.6GHz MLOG,S44: Band:b1 Freq:6.7GHz MLOG,S44: Band:b1 Freq:6.8GHz MLOG,S44: Band:b1 Freq:6.9GHz MLOG,S44: Band:b1 Freq:7GHz MLOG,S44: Band:b1 Freq:7.1GHz MLOG,S44: Band:b1 Freq:7.2GHz MLOG,S44: Band:b1 Freq:7.3GHz MLOG,S44: Band:b1 Freq:7.4GHz MLOG,S44: Band:b1 Freq:7.5GHz MLOG,S44: Band:b1 Freq:7.6GHz MLOG,S44: Band:b1 Freq:7.7GHz MLOG,S44: Band:b1 Freq:7.8GHz MLOG,S44: Band:b1 Freq:7.9GHz MLOG,S44: Band:b1 Freq:8GHz MLOG,S44: Band:b1 Freq:8.1GHz MLOG,S44: Band:b1 Freq:8.2GHz MLOG,S44: Band:b1 Freq:8.3GHz MLOG,S44: Band:b1 Freq:8.4GHz MLOG,S44: Band:b1 Freq:8.5GHz MLOG,S44: Band:b1 Freq:8.6GHz MLOG,S44: Band:b1 Freq:8.7GHz MLOG,S44: Band:b1 Freq:8.8GHz MLOG,S44: Band:b1 Freq:8.9GHz MLOG,S44: Band:b1 Freq:9GHz MLOG,S44: Band:b1 Freq:9.1GHz MLOG,S44: Band:b1 Freq:9.2GHz MLOG,S44: Band:b1 Freq:9.3GHz MLOG,S44: Band:b1 Freq:9.4GHz MLOG,S44: Band:b1 Freq:9.5GHz MLOG,S44: Band:b1 Freq:9.6GHz MLOG,S44: Band:b1 Freq:9.7GHz MLOG,S44: Band:b1 Freq:9.8GHz MLOG,S44: Band:b1 Freq:9.9GHz MLOG,S44: Band:b1 Freq:10GHz MLOG
Upper Limits----->,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Limits----->,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measurement Unit----->,,,,,,
_No_Have_Barcode_,2021/6/8 9:04:27,2021/6/8 9:04:29,HV0-1,FAIL,S11 S22 S33 S44 ,0.593470934511,0.820798595845,0.953537433715,1.03382389023,1.20872690068,1.42652595833,1.48354686592,1.55009009942,1.56446517139,1.74825673252,1.95677690018,1.88642785299,1.94902433788,2.00211860721,2.2261168157,2.31961057056,2.20470397944,2.32282537904,2.40130366257,2.61533849446,2.59805853503,2.46391907405,2.71645788988,2.77226940685,2.86351767687,2.76959261832,2.81339487918,3.09142018998,3.02282531578,3.04128381346,3.00114753089,3.20180736517,3.37737872729,3.21794552016,3.21484463236,3.33846519171,3.46816951968,3.54907334166,3.36580727655,3.48221830228,3.70057882527,3.65010403641,3.88518422611,3.49519904405,3.84617875939,3.89735025717,3.79125495818,4.00069592084,3.66841680441,4.37431318519,3.96293469271,4.00049672552,4.18171100059,3.98093257247,4.66352851519,4.04314178424,4.23109374226,4.36708609466,4.29675738737,4.79850716931,4.18223918814,4.7041149932,4.572120623,4.52709199529,4.73029446377,4.36853302729,4.8051267435,4.77380669736,4.61207181991,4.85125542831,4.72667909056,5.14362958016,4.91362512233,4.67390935993,5.18995166299,4.9021892529,5.21814816828,5.03013212929,4.80932599205,5.58680148438,4.87339611381,5.57094415151,5.03112927738,5.14636031856,5.84030933042,4.86662249313,5.85446053709,4.98428270707,5.73864202806,5.53761776149,4.97869650397,6.10883027777,5.13060186412,6.43074265048,5.22745693782,5.4300781044,6.14903578838,5.37553553343,6.519919521,5.01848023785
,2021/6/8 9:04:29,2021/6/8 9:04:30,HV0-1,FAIL,S11 S22 S33 S44 ,0.594570731796,0.82099795973,0.955339984861,1.03429433355,1.207585057,1.42571696577,1.48310670941,1.55036192173,1.56557309631,1.74945193295,1.95618758021,1.88570250604,1.94939124056,2.00257879083,2.22475309322,2.31904476999,2.20430348376,2.32348306747,2.4013166431,2.61614763652,2.59860585867,2.46486006953,2.71758246299,2.772976412,2.86554366586,2.77062988374,2.81235494108,3.09162031543,3.02290967487,3.04132935833,3.00106862297,3.20158356331,3.37789059052,3.21663181769,3.21254215103,3.338823712,3.46846843617,3.548721721,3.36604052358,3.48385328964,3.7011243391,3.64859094249,3.88556786313,3.49398542906,3.84643830952,3.896445444,3.79279019684,4.00143799334,3.66944098469,4.37476524828,3.96052535271,4.00178310844,4.18115937173,3.98091207579,4.66408733849,4.04263631062,4.22941626073,4.36712008969,4.29681898554,4.79958183903,4.18119275881,4.7038812326,4.57274029647,4.52711557644,4.7314135503,4.36802567473,4.80387546906,4.77303400852,4.61238182251,4.85140227522,4.72918536561,5.14377890953,4.91295913649,4.67368351202,5.18871309661,4.90182541844,5.21723338398,5.03002901653,4.80889673601,5.58690658014,4.87315309746,5.57123342049,5.03056628273,5.14548404975,5.84013788202,4.86859963852,5.85472357032,4.98211728986,5.7374710023,5.5390766596,4.97797015718,6.10814301033,5.13300735518,6.43221404396,5.22821413015,5.43238225842,6.15052628643,5.37702310664,6.51805324771,5.01927670632
,2021/6/8 9:04:30,2021/6/8 9:04:31,HV0-1,FAIL,S11 S22 S33 S44 ,0.591570401337,0.821851720276,0.955805166867,1.03326770939,1.20843232333,1.42661109336,1.48273759755,1.54943837922,1.56315482107,1.74935360221,1.95495072246,1.88500313362,1.94881122968,2.00253379795,2.2246594807,2.31899784325,2.20468287547,2.32365831957,2.40201005129,2.61494803614,2.59899840842,2.46317568068,2.71830170865,2.77180734359,2.86476912267,2.7714543064,2.81293405685,3.09055139204,3.02396766562,3.04078867361,3.00197448981,3.2013682064,3.37807664958,3.21911029011,3.21369089488,3.33860743727,3.46802916962,3.549582179,3.36506295329,3.48409433186,3.70093609357,3.65054663907,3.88524267655,3.49482921629,3.84631610276,3.89695709531,3.79162657417,4.00184684967,3.66908675268,4.37522163976,3.96199262436,4.0009252798,4.18185572641,3.98160621846,4.6652433371,4.04186811726,4.22873729955,4.36530148602,4.29654763989,4.7977431871,4.18126600733,4.70435961501,4.5718938723,4.52679687367,4.73037417822,4.36805060598,4.80442166478,4.77410144617,4.61317417342,4.85030010382,4.72733803364,5.142591876,4.91261647343,4.67386602058,5.18930116626,4.90239231178,5.21725919081,5.03051823872,4.80911810349,5.58629047331,4.87251384589,5.57094934851,5.03072376654,5.14655488001,5.8391852565,4.8658092821,5.85501490051,4.98427712924,5.7398343389,5.54101811324,4.97516063163,6.10627781832,5.13140836206,6.43120265976,5.22992908853,5.43244887925,6.14781241446,5.37492448901,6.51813189602,5.01991320924
,2021/6/8 9:04:32,2021/6/8 9:04:33,HV0-1,FAIL,S11 S22 S33 S44 ,0.592829379886,0.822002922506,0.954776346852,1.03428660716,1.20813876017,1.42638536436,1.48161914591,1.54974268641,1.56495796878,1.74806740393,1.9554437053,1.88544049862,1.94979825291,2.00266549,2.22536173697,2.32011239661,2.20521860916,2.32413568281,2.40152467494,2.61594651571,2.59925489289,2.46384921271,2.71609154355,2.77172096999,2.86614639884,2.77219144829,2.81430711783,3.09018185253,3.02402649493,3.03999788803,3.00159507827,3.20183561334,3.37797051388,3.21784891518,3.21489337514,3.33926878587,3.46711745895,3.5492414364,3.36554185407,3.4840619479,3.70040609367,3.64996953493,3.88452239364,3.49556176559,3.84589907396,3.89638092081,3.79252155117,4.00074814251,3.66968229718,4.37566215063,3.96127589072,4.00160208457,4.18066315646,3.98106245705,4.66487689396,4.04228151464,4.22988570347,4.36684806086,4.2965109264,4.79789429518,4.18191218419,4.70436745266,4.57228967616,4.52699952634,4.73068444667,4.3680984846,4.80463564566,4.77264784038,4.61302592184,4.85041066869,4.72793433273,5.14456493499,4.91284742428,4.67371468609,5.18919012823,4.9006430278,5.21672231301,5.02951583278,4.80874172271,5.58614867851,4.87306412185,5.57183876612,5.03062736389,5.14539256762,5.84024301072,4.86589717611,5.85475371152,4.98289279309,5.73758334387,5.53948134705,4.97493959844,6.11268899421,5.13227271179,6.43008263391,5.22895514047,5.4335376216,6.14811008681,5.37378408791,6.51707292599,5.01814525817
,2021/6/8 9:04:33,2021/6/8 9:04:34,HV0-1,FAIL,S11 S22 S33 S44 ,0.593376062569,0.821448547794,0.954932573972,1.03398773152,1.20717190378,1.42724750879,1.48260861067,1.55006512331,1.56566664252,1.74962375273,1.95579596529,1.88637609266,1.94967020311,2.00104300507,2.22497424114,2.3194069989,2.20364927497,2.32394766779,2.40215998791,2.61486367191,2.5985949854,2.46488536461,2.71866478394,2.77153580123,2.8643817006,2.77233526296,2.81325887672,3.08971146019,3.02281810507,3.04182744503,3.00134243015,3.20177544725,3.37779398217,3.21732003288,3.21412967578,3.33672699648,3.46832094484,3.5478901994,3.3652706025,3.48275770486,3.70108316991,3.64941804704,3.88579156466,3.49545998387,3.84476402297,3.89638168007,3.79244315338,4.00153955061,3.66904595879,4.37510942337,3.96226472903,4.00119483651,4.18310984908,3.98088195541,4.66467608051,4.04237610773,4.22984656345,4.36660700508,4.29631927624,4.79821615686,4.1819774119,4.70395356267,4.57150302143,4.52704237018,4.73184105464,4.36763301626,4.80428065506,4.77300567098,4.61205107457,4.85058042239,4.72879700431,5.14221427623,4.91316808774,4.67343076416,5.18866058992,4.90171215305,5.21652676291,5.03025740057,4.80898052513,5.58734950067,4.8726336342,5.57184040089,5.03016192501,5.14572249314,5.83881398292,4.86672392431,5.84980496273,4.98323947513,5.73726207268,5.53831163331,4.97457343278,6.11379244415,5.13038950766,6.43103079544,5.22925086664,5.43142237138,6.15037785132,5.37393054918,6.5189164293,5.01779153423
,2021/6/8 9:04:34,2021/6/8 9:04:35,HV0-1,FAIL,S11 S22 S33 S44 ,0.593819737575,0.821159122006,0.954960189609,1.03485629038,1.20823587073,1.42602261137,1.48345639687,1.54987599037,1.56464672175,1.74913780211,1.95558532922,1.88674199771,1.94981280923,2.00301980759,2.22537182939,2.31933891143,2.20416030526,2.32418114367,2.40090174527,2.61696877999,2.59963341782,2.46367886438,2.71754965197,2.77196380755,2.86626271613,2.77267603305,2.81313560554,3.08999961793,3.02238167464,3.04205519459,3.00200656627,3.20169336372,3.37753324789,3.21876046039,3.2135917331,3.338115105,3.46793094116,3.55099710825,3.36481661735,3.48481636779,3.70096758201,3.64991967196,3.8862267676,3.49553746092,3.84448818865,3.89574212253,3.79170308066,4.00221406823,3.66842066637,4.37487382295,3.96137251492,4.0011288098,4.18195851058,3.9810142754,4.6642503016,4.04296595672,4.23035742996,4.36562579636,4.29555222143,4.79889966573,4.18178765033,4.70485143803,4.57169258821,4.52848339024,4.73041681019,4.36781543517,4.80485230739,4.77431102482,4.61302118038,4.85099101051,4.72673671294,5.1434021913,4.91290546701,4.67377634472,5.1896413407,4.90189801765,5.21716726958,5.02996206509,4.80991398483,5.58614910719,4.87245570113,5.57186058578,5.03054385035,5.14565117126,5.83988901585,4.86702657871,5.85336913258,4.98537632951,5.73662207727,5.53952401341,4.97727883638,6.10990908011,5.13209165665,6.43239001845,5.22814957927,5.43425091724,6.14778587952,5.37714394809,6.51877070452,5.01913778043
,2021/6/8 9:04:36,2021/6/8 9:04:37,HV0-1,FAIL,S11 S22 S33 S44 ,0.594332489154,0.822995159882,0.955279963601,1.03464041512,1.20742516133,1.42726614148,1.4819221408,1.54959666606,1.56454315116,1.74935499278,1.95581156364,1.88560574151,1.94986991561,2.00264634987,2.22506694792,2.32041804812,2.20530827418,2.32234326979,2.40203527297,2.61660600605,2.59887060186,2.46375652017,2.71744473786,2.77209007802,2.86493206777,2.77115578656,2.81383513826,3.08924999533,3.02455041709,3.04128006939,3.00203423,3.20264820283,3.37857407397,3.2188913788,3.21462716829,3.33850254633,3.46899933744,3.55045942152,3.36584378715,3.48376745716,3.70080160852,3.64987968822,3.88509515405,3.49523559047,3.84522323415,3.89697034605,3.79214792272,4.00174192128,3.66902063967,4.37571171067,3.96200209522,4.00043477456,4.18129490356,3.9807950709,4.66493059712,4.04265569054,4.22906205859,4.36703355137,4.29664006468,4.79687305875,4.18299968562,4.70463369072,4.57178474458,4.52766831504,4.73175242112,4.3678817299,4.80455932904,4.77301174678,4.61378166016,4.85028700012,4.72874451227,5.14497894405,4.91283876862,4.67390833141,5.18932423484,4.901190416,5.21824678629,5.03035985508,4.80896910419,5.58718568946,4.87331451373,5.57203505934,5.03087474045,5.14595697086,5.84141042535,4.86520545459,5.85153520714,4.98370923572,5.73743605399,5.54161815786,4.97630438362,6.11132845442,5.13091713016,6.4320077637,5.22762270147,5.4306288899,6.14902487649,5.3763342464,6.51986192468,5.01943270548
