SWVersion:1.0
Serial Number,Test Start Time,Test Stop Time, SubStation ID, Overall Result, FailingBands,Frequency（GHz）,Mag Log(dB),
AMV0112820024671W31,2021/6/10 16:04:07,2021/6/10 16:04:09,HV0-1,PASS,NONE,6.535,-9.69368871322,
,2021/6/10 16:04:11,2021/6/10 16:04:13,HV0-1,PASS,NONE,6.515,-10.4191181793,
,2021/6/10 16:04:14,2021/6/10 16:04:16,HV0-1,PASS,NONE,6.476,-11.7421378973,
,2021/6/10 16:04:18,2021/6/10 16:04:20,HV0-1,PASS,NONE,6.466,-11.5721624633,
,2021/6/10 16:04:22,2021/6/10 16:04:24,HV0-1,PASS,NONE,6.476,-10.9603305087,
