SWVersion:1.0
Serial Number,Test Start Time,Test Stop Time, SubStation ID, Overall Result, FailingBands,Frequency（GHz）,Mag Log(dB),
AMV0112820024671W31,2021/6/10 16:04:07,2021/6/10 16:04:09,HV0-1,PASS,NONE,6.426,-12.6236089513,
,2021/6/10 16:04:11,2021/6/10 16:04:13,HV0-1,PASS,NONE,6.476,-13.6238926194,
,2021/6/10 16:04:14,2021/6/10 16:04:16,HV0-1,PASS,NONE,6.486,-13.1212306943,
,2021/6/10 16:04:18,2021/6/10 16:04:20,HV0-1,PASS,NONE,6.486,-13.1929536516,
,2021/6/10 16:04:22,2021/6/10 16:04:24,HV0-1,PASS,NONE,6.486,-12.8695524309,
