SWVersion:1.0
Serial Number,Test Start Time,Test Stop Time, SubStation ID, Overall Result, FailingBands,Frequency（GHz）,Mag Log(dB),
AMV0112820024671W31,2021/6/10 16:04:07,2021/6/10 16:04:09,HV0-1,PASS,NONE,6.505,-14.324706701,
,2021/6/10 16:04:11,2021/6/10 16:04:13,HV0-1,PASS,NONE,6.426,-15.2492089411,
,2021/6/10 16:04:14,2021/6/10 16:04:16,HV0-1,PASS,NONE,6.515,-15.2194736488,
,2021/6/10 16:04:18,2021/6/10 16:04:20,HV0-1,PASS,NONE,6.495,-15.1412798517,
,2021/6/10 16:04:22,2021/6/10 16:04:24,HV0-1,PASS,NONE,6.436,-14.5860334757,
