SWVersion:1.0
Serial Number,Test Start Time,Test Stop Time, SubStation ID, Overall Result, FailingBands,S44: Band:b1 Freq:100MHz MLOG,S44: Band:b1 Freq:200MHz MLOG,S44: Band:b1 Freq:300MHz MLOG,S44: Band:b1 Freq:400MHz MLOG,S44: Band:b1 Freq:500MHz MLOG,S44: Band:b1 Freq:600MHz MLOG,S44: Band:b1 Freq:700MHz MLOG,S44: Band:b1 Freq:800MHz MLOG,S44: Band:b1 Freq:900MHz MLOG,S44: Band:b1 Freq:1000MHz MLOG,S44: Band:b1 Freq:1.1GHz MLOG,S44: Band:b1 Freq:1.2GHz MLOG,S44: Band:b1 Freq:1.3GHz MLOG,S44: Band:b1 Freq:1.4GHz MLOG,S44: Band:b1 Freq:1.5GHz MLOG,S44: Band:b1 Freq:1.6GHz MLOG,S44: Band:b1 Freq:1.7GHz MLOG,S44: Band:b1 Freq:1.8GHz MLOG,S44: Band:b1 Freq:1.9GHz MLOG,S44: Band:b1 Freq:2GHz MLOG,S44: Band:b1 Freq:2.1GHz MLOG,S44: Band:b1 Freq:2.2GHz MLOG,S44: Band:b1 Freq:2.3GHz MLOG,S44: Band:b1 Freq:2.4GHz MLOG,S44: Band:b1 Freq:2.5GHz MLOG,S44: Band:b1 Freq:2.6GHz MLOG,S44: Band:b1 Freq:2.7GHz MLOG,S44: Band:b1 Freq:2.8GHz MLOG,S44: Band:b1 Freq:2.9GHz MLOG,S44: Band:b1 Freq:3GHz MLOG,S44: Band:b1 Freq:3.1GHz MLOG,S44: Band:b1 Freq:3.2GHz MLOG,S44: Band:b1 Freq:3.3GHz MLOG,S44: Band:b1 Freq:3.4GHz MLOG,S44: Band:b1 Freq:3.5GHz MLOG,S44: Band:b1 Freq:3.6GHz MLOG,S44: Band:b1 Freq:3.7GHz MLOG,S44: Band:b1 Freq:3.8GHz MLOG,S44: Band:b1 Freq:3.9GHz MLOG,S44: Band:b1 Freq:4GHz MLOG,S44: Band:b1 Freq:4.1GHz MLOG,S44: Band:b1 Freq:4.2GHz MLOG,S44: Band:b1 Freq:4.3GHz MLOG,S44: Band:b1 Freq:4.4GHz MLOG,S44: Band:b1 Freq:4.5GHz MLOG,S44: Band:b1 Freq:4.6GHz MLOG,S44: Band:b1 Freq:4.7GHz MLOG,S44: Band:b1 Freq:4.8GHz MLOG,S44: Band:b1 Freq:4.9GHz MLOG,S44: Band:b1 Freq:5GHz MLOG,S44: Band:b1 Freq:5.1GHz MLOG,S44: Band:b1 Freq:5.2GHz MLOG,S44: Band:b1 Freq:5.3GHz MLOG,S44: Band:b1 Freq:5.4GHz MLOG,S44: Band:b1 Freq:5.5GHz MLOG,S44: Band:b1 Freq:5.6GHz MLOG,S44: Band:b1 Freq:5.7GHz MLOG,S44: Band:b1 Freq:5.8GHz MLOG,S44: Band:b1 Freq:5.9GHz MLOG,S44: Band:b1 Freq:6GHz MLOG,S44: Band:b1 Freq:6.1GHz MLOG,S44: Band:b1 Freq:6.2GHz MLOG,S44: Band:b1 Freq:6.3GHz MLOG,S44: Band:b1 Freq:6.4GHz MLOG,S44: Band:b1 Freq:6.5GHz MLOG,S44: Band:b1 Freq:6.6GHz MLOG,S44: Band:b1 Freq:6.7GHz MLOG,S44: Band:b1 Freq:6.8GHz MLOG,S44: Band:b1 Freq:6.9GHz MLOG,S44: Band:b1 Freq:7GHz MLOG,S44: Band:b1 Freq:7.1GHz MLOG,S44: Band:b1 Freq:7.2GHz MLOG,S44: Band:b1 Freq:7.3GHz MLOG,S44: Band:b1 Freq:7.4GHz MLOG,S44: Band:b1 Freq:7.5GHz MLOG,S44: Band:b1 Freq:7.6GHz MLOG,S44: Band:b1 Freq:7.7GHz MLOG,S44: Band:b1 Freq:7.8GHz MLOG,S44: Band:b1 Freq:7.9GHz MLOG,S44: Band:b1 Freq:8GHz MLOG,S44: Band:b1 Freq:8.1GHz MLOG,S44: Band:b1 Freq:8.2GHz MLOG,S44: Band:b1 Freq:8.3GHz MLOG,S44: Band:b1 Freq:8.4GHz MLOG,S44: Band:b1 Freq:8.5GHz MLOG,S44: Band:b1 Freq:8.6GHz MLOG,S44: Band:b1 Freq:8.7GHz MLOG,S44: Band:b1 Freq:8.8GHz MLOG,S44: Band:b1 Freq:8.9GHz MLOG,S44: Band:b1 Freq:9GHz MLOG,S44: Band:b1 Freq:9.1GHz MLOG,S44: Band:b1 Freq:9.2GHz MLOG,S44: Band:b1 Freq:9.3GHz MLOG,S44: Band:b1 Freq:9.4GHz MLOG,S44: Band:b1 Freq:9.5GHz MLOG,S44: Band:b1 Freq:9.6GHz MLOG,S44: Band:b1 Freq:9.7GHz MLOG,S44: Band:b1 Freq:9.8GHz MLOG,S44: Band:b1 Freq:9.9GHz MLOG,S44: Band:b1 Freq:10GHz MLOG
Upper Limits----->,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Limits----->,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measurement Unit----->,,,,,,
_No_Have_Barcode_,2021/6/8 9:02:53,2021/6/8 9:02:55,HV0-1,FAIL,S11 S22 S33 S44 ,0.593647049008,0.821437001312,0.95449570077,1.03370585533,1.20686918011,1.42677282351,1.48216731959,1.5507395407,1.56435924066,1.74881058508,1.95551216178,1.88592182837,1.95026864768,2.00175033822,2.22512326803,2.31963776745,2.20503710012,2.32338792424,2.40065623152,2.61563813469,2.59968175763,2.46436293045,2.71656120826,2.77101195246,2.86503066304,2.77159797069,2.81249111523,3.09094135297,3.02182070591,3.04096199136,3.00169246399,3.2008381192,3.3788375657,3.21777655,3.21311200918,3.3380201389,3.468245592,3.54778340932,3.36529653533,3.48363075526,3.70174969782,3.64936183388,3.88532675714,3.49498138977,3.8458845749,3.89626254711,3.79110629386,4.00021244186,3.66858671409,4.37448842812,3.96155562984,4.00138828008,4.18126741732,3.97950210284,4.66425476102,4.0435931303,4.22857849769,4.36679689914,4.29549715764,4.79830285019,4.18198542423,4.7027414116,4.5717630831,4.52753895599,4.73048868671,4.3681283048,4.80373953413,4.77289953882,4.61328776197,4.85195131695,4.7284611891,5.14394483859,4.91302275531,4.67387342549,5.18823347071,4.90119896667,5.21684745758,5.03042192147,4.80912547164,5.5871106606,4.87220380873,5.57163581436,5.03084657444,5.14574007013,5.83964397273,4.86967153958,5.85177691111,4.9840915787,5.735846014,5.54199495317,4.97520018735,6.11082747721,5.12991068006,6.43037170046,5.22711133706,5.42967749875,6.1494476386,5.37553341601,6.51959786985,5.02007967067
,2021/6/8 9:02:55,2021/6/8 9:02:56,HV0-1,FAIL,S11 S22 S33 S44 ,0.592950446046,0.822494057471,0.954271684349,1.03369064056,1.20822390206,1.42571300131,1.4833910688,1.5500918258,1.56521176115,1.74894498406,1.95623091745,1.88555325645,1.94907605748,2.00125437408,2.22523793825,2.31763709627,2.20381540609,2.32381042502,2.40104609825,2.61598460853,2.59933706872,2.46436768577,2.71862206086,2.7718382635,2.86454696042,2.77094693294,2.81324142694,3.09030813482,3.02310410627,3.04120395873,3.00129340426,3.20244855641,3.37799354709,3.21730655669,3.21411461597,3.33842895878,3.46815382683,3.54858538624,3.36561337629,3.48333701509,3.70010539299,3.65008090108,3.88539185968,3.49487961999,3.8464449858,3.89593935033,3.79221940726,4.00114425445,3.66841153921,4.37679587336,3.96143978561,4.00111847998,4.18167752632,3.98072606014,4.66394357968,4.04313559456,4.22972711153,4.36557407275,4.29652581674,4.79880188576,4.18093669138,4.70326065074,4.57156131337,4.52706753721,4.730509893,4.36795355996,4.80413580223,4.77371537447,4.61279048865,4.85120116313,4.72822660903,5.14345368633,4.91333478621,4.67379109326,5.18871568953,4.90157362633,5.21810503158,5.02977460802,4.80890477562,5.58818378161,4.87357152036,5.57157468638,5.03069994887,5.14563208302,5.83974552357,4.86906976657,5.85343659113,4.98548386205,5.73649005657,5.54134912236,4.98008607561,6.11029716433,5.13194363777,6.43179879195,5.22781903716,5.43429099733,6.14783569768,5.37556268227,6.52049962789,5.01955206789
,2021/6/8 9:02:56,2021/6/8 9:02:57,HV0-1,FAIL,S11 S22 S33 S44 ,0.593890697829,0.820578628117,0.954544654967,1.03352234262,1.20853333569,1.42533694902,1.48274273394,1.54969694525,1.56281870806,1.74905581759,1.9552400967,1.88650187971,1.94913454085,2.00177654681,2.22459298727,2.3194258635,2.20410201808,2.32411526979,2.40027001815,2.61637776299,2.59866786555,2.46379005823,2.71859902189,2.77073376007,2.86502774581,2.77013932565,2.81262848179,3.0905866236,3.02287457227,3.04104944645,3.00135360332,3.20074553087,3.37833651476,3.2171211914,3.21278827342,3.33720674076,3.4678720152,3.54826294267,3.36519147389,3.48404941428,3.70043858522,3.64969627908,3.88472513895,3.49461171879,3.84515679592,3.89526546629,3.7910437107,4.00067202946,3.66872799686,4.3750713287,3.96222028028,4.00031635853,4.18158494904,3.97959150703,4.66465867784,4.04237118199,4.2296209765,4.36594729667,4.29633286123,4.7986668028,4.18088640958,4.70311150325,4.57187864193,4.52842150056,4.73085112597,4.36747410256,4.80362049351,4.77314047148,4.61293497852,4.85190579863,4.72839077541,5.14372646949,4.9130468491,4.67267936118,5.18844921724,4.90159547398,5.21758564162,5.03042351881,4.80880912778,5.58770770937,4.8729701989,5.57160019351,5.03091935461,5.14638891155,5.84074476315,4.86822877421,5.84776189641,4.98370947802,5.73786235099,5.53976050093,4.9788277544,6.1089809521,5.13335277725,6.43558271221,5.22820741322,5.43335574834,6.14925607296,5.3758932061,6.52015036207,5.02011924117
,2021/6/8 9:02:58,2021/6/8 9:02:59,HV0-1,FAIL,S11 S22 S33 S44 ,0.59305652293,0.820889601646,0.954654219637,1.0343914733,1.20749708728,1.42575197746,1.48250211938,1.54929290812,1.56585928921,1.748489569,1.95501186218,1.88629393448,1.94893147356,2.00164475512,2.22559344255,2.31812736871,2.203610917,2.32336102945,2.4006851075,2.61496421629,2.59870141872,2.4647216621,2.71727263908,2.77156281184,2.86433553195,2.77157466219,2.81352204833,3.09103126312,3.02232770603,3.04133710165,3.00231811163,3.2019739615,3.37762184257,3.21761254572,3.21286731182,3.33789214079,3.46646489056,3.54908403955,3.3645404732,3.48337943466,3.70141872965,3.64971157845,3.88624350443,3.49611631183,3.84542179686,3.89602597461,3.79107276803,4.00132109384,3.66832082051,4.37506981172,3.96237719018,4.00074999381,4.18074001572,3.98138316442,4.66378064249,4.04309833449,4.22920194037,4.36583565894,4.29625187267,4.79837358422,4.18200295515,4.7043538633,4.57276008923,4.52670118024,4.73021969426,4.36787315374,4.80476633518,4.77364592164,4.61307650777,4.85083913418,4.72767607086,5.1438754654,4.912673864,4.6729133635,5.1886494287,4.90112270456,5.21742363314,5.03123793356,4.81009610092,5.58713628169,4.87269210723,5.571398947,5.03058968887,5.14499242625,5.83812071224,4.86814200271,5.85359175048,4.98451554902,5.74063260498,5.54149690143,4.97738803091,6.10984190945,5.13326085986,6.43058063023,5.22604968766,5.43313682456,6.14846607266,5.37593231793,6.52007523869,5.01813759134
,2021/6/8 9:02:59,2021/6/8 9:03:00,HV0-1,FAIL,S11 S22 S33 S44 ,0.593283416671,0.820243365974,0.955241582234,1.03453827423,1.20720505458,1.42662199469,1.48284024561,1.54915719485,1.5638792791,1.74880369031,1.9544299485,1.88573990315,1.94887526387,2.00187608905,2.22429643936,2.31891349763,2.20404070128,2.32325067705,2.40063065078,2.61467929492,2.59923969692,2.46360092036,2.71687161366,2.77203601871,2.86526875226,2.77150323153,2.81305579556,3.09017205668,3.02188984777,3.04005856386,3.00012035566,3.20098524663,3.37793449677,3.21770326429,3.21208213006,3.33663943424,3.46793961028,3.54836970638,3.36517270625,3.48464342205,3.70147020752,3.6498716388,3.88482584746,3.49534134161,3.84556453948,3.89702030458,3.79156790156,4.00157926825,3.66886529817,4.37490434837,3.96195380383,3.99981315392,4.1808569798,3.98166772287,4.66523753033,4.04270309258,4.22970493673,4.36740270256,4.2955660293,4.79848749877,4.18144126789,4.70353096981,4.57200295909,4.52681751838,4.73106932,4.36849092229,4.80431294005,4.7739665285,4.6130134988,4.85150860808,4.72906948111,5.14276425554,4.91224766175,4.67261119116,5.18848755196,4.90139036246,5.21728240929,5.0309705941,4.80815535673,5.58760243716,4.87347628797,5.5712004195,5.02975893458,5.14551356321,5.84070298243,4.86538991038,5.84983498729,4.98316694614,5.73756858169,5.539607961,4.97654464778,6.11007306174,5.1328234677,6.43064097284,5.22553143206,5.43143676893,6.1472958666,5.37474963314,6.51666389529,5.02046205444
,2021/6/8 9:03:00,2021/6/8 9:03:01,HV0-1,FAIL,S11 S22 S33 S44 ,0.592732928056,0.822232048764,0.9549592004,1.03429449594,1.20744289997,1.42726164036,1.482205747,1.5500921558,1.56421290497,1.74927303168,1.95619466832,1.8859474197,1.94953337973,2.0018495625,2.22409881008,2.32008646939,2.20437082416,2.32408384736,2.40135510684,2.61422873825,2.59790184766,2.46495411977,2.71791069384,2.77169847172,2.8644238769,2.77068099576,2.8134246515,3.09028139666,3.02256027147,3.04136427273,3.00154929856,3.20113317464,3.37792289762,3.2170867403,3.21345155869,3.33761308361,3.46714295835,3.54807432189,3.36515683663,3.48332880725,3.69980020052,3.65010370748,3.88377804455,3.49492505684,3.84675694842,3.89441095252,3.79092999194,4.00199746104,3.66884977929,4.37573814549,3.96238320093,4.00127861699,4.18018069251,3.98100270105,4.66465028176,4.04204260329,4.23013220425,4.36606995267,4.29574877437,4.79803950511,4.18173791209,4.70342498862,4.57185058995,4.52794733917,4.73055874487,4.3687423629,4.80340207849,4.77338932036,4.61293916077,4.85115686775,4.72864597895,5.14442756007,4.91268867818,4.67310297317,5.18815444154,4.90165861014,5.217954894,5.03016834005,4.80924021568,5.58677053989,4.8733456238,5.57143287222,5.0301950402,5.1441439312,5.83958779674,4.86767382167,5.85263827414,4.98230511827,5.73940934558,5.54036201413,4.97590529001,6.11118135674,5.133768915,6.42980727678,5.22698149677,5.43142198707,6.14663551525,5.37543381679,6.52153813029,5.02050042558
,2021/6/8 9:03:02,2021/6/8 9:03:03,HV0-1,FAIL,S11 S22 S33 S44 ,0.592289950068,0.821365484042,0.953203385719,1.03402659456,1.20654985495,1.4262555943,1.4831437644,1.55035756524,1.56451002916,1.74840980315,1.95548993089,1.88654360206,1.94952635096,2.00145664252,2.22538373045,2.31893987946,2.20400921494,2.3227730337,2.40077513437,2.61568534471,2.5987412374,2.46388500704,2.71698779726,2.77117793222,2.86513382848,2.77049875473,2.8137465697,3.09070431185,3.02386838613,3.04059337744,3.00193528577,3.20057512737,3.3774107552,3.21798634963,3.21314478003,3.33808261522,3.46661937651,3.54790722396,3.36376774511,3.48336670503,3.70132497893,3.64936431176,3.88636881532,3.49537734939,3.8461252797,3.89607612673,3.79105573524,4.00014905523,3.66872928683,4.37513025811,3.9612137317,4.00133809417,4.18130274354,3.98056788177,4.6640547496,4.04239705681,4.22954285806,4.36637655488,4.29589508219,4.79839185436,4.181576482,4.70406479575,4.5728763155,4.52747151167,4.73122682239,4.36725233644,4.80376974884,4.77303300851,4.61240659407,4.85094007213,4.72877555608,5.1436955275,4.91280037788,4.67361685903,5.18926688193,4.90153221152,5.2165281809,5.02965372018,4.80889236587,5.58791195358,4.87365847608,5.57137930501,5.02925260383,5.14559444553,5.83999358475,4.86937457727,5.85181361596,4.98010128398,5.73830295391,5.53990612648,4.97756008758,6.10780999048,5.13181930812,6.4337102936,5.23073444643,5.43483593451,6.14796091779,5.37512307369,6.51822531638,5.01930394783
