SWVersion:1.0
Serial Number,Test Start Time,Test Stop Time, SubStation ID, Overall Result, FailingBands,Frequency（GHz）,Mag Log(dB),
AMV0112820024671W31,2021/6/10 17:48:28,2021/6/10 17:48:30,HV0-1,PASS,NONE,6.535,-12.9370334171,
,2021/6/10 17:48:32,2021/6/10 17:48:34,HV0-1,PASS,NONE,6.505,-16.1228939352,
,2021/6/10 17:48:36,2021/6/10 17:48:38,HV0-1,PASS,NONE,6.515,-14.2217008171,
,2021/6/10 17:48:39,2021/6/10 17:48:41,HV0-1,PASS,NONE,6.505,-14.9918500055,
,2021/6/10 17:48:43,2021/6/10 17:48:45,HV0-1,PASS,NONE,6.466,-14.3682748766,
,2021/6/10 17:48:47,2021/6/10 17:48:49,HV0-1,PASS,NONE,6.456,-13.7887971492,
,2021/6/10 17:48:51,2021/6/10 17:48:52,HV0-1,PASS,NONE,6.456,-14.2596617561,
,2021/6/10 17:48:54,2021/6/10 17:48:56,HV0-1,PASS,NONE,6.515,-13.6802903057,
,2021/6/10 17:48:58,2021/6/10 17:49:00,HV0-1,PASS,NONE,6.456,-14.1517741439,
,2021/6/10 17:49:02,2021/6/10 17:49:04,HV0-1,PASS,NONE,6.456,-13.437295706,
,2021/6/10 17:49:06,2021/6/10 17:49:08,HV0-1,PASS,NONE,6.466,-13.1774779785,
,2021/6/10 17:49:10,2021/6/10 17:49:12,HV0-1,PASS,NONE,6.515,-12.2393236923,
,2021/6/10 17:49:14,2021/6/10 17:49:16,HV0-1,FAIL,S44 ,6.515,-12.1678059258,
,2021/6/10 17:49:17,2021/6/10 17:49:19,HV0-1,PASS,NONE,6.604,-11.513627658,
AMV0112820024671W31,2021/6/10 17:50:54,2021/6/10 17:50:56,HV0-1,FAIL,S22 ,6.406,-12.7648961035,
,2021/6/10 17:50:58,2021/6/10 17:51:00,HV0-1,PASS,NONE,6.594,-12.1259637349,
AMV2204820024671WK2,2021/6/10 17:51:50,2021/6/10 17:51:52,HV0-1,FAIL,S44 ,6.456,-12.6088544934,
,2021/6/10 17:51:53,2021/6/10 17:51:55,HV0-1,FAIL,S44 ,6.624,-13.4353348646,
